A;N-Z;N;Z;Element;O;ME [keV];Error ME [keV];BINDING ENERGY/A [keV];Error BINDING ENERGY/A [keV];ATOMIC MASS [µu];Error ATOMIC MASS [µu];Extrapolated?
126;4;65;61;Pm;   x;-39750.00000;500.00000;8008.00000;4.00000;125957327.00000;537.00000;True
127;37;82;45;Rh;   x;-33730.00000;600.00000;8060.00000;5.00000;126963789.00000;644.00000;True
127;35;81;46;Pd;   x;-47220.00000;500.00000;8160.00000;4.00000;126949307.00000;537.00000;True
127;33;80;47;Ag;   x;-58650.00000;200.00000;8244.00000;2.00000;126937037.00000;215.00000;True
127;31;79;48;Cd;   x;-68741.19900;6.20000;8316.89710;0.04880;126926203.29100;6.65600;False
127;29;78;49;In;    ;-76879.89700;10.00100;8374.82120;0.07880;126917466.04000;10.73600;False
127;27;77;50;Sn;    ;-83469.57800;9.22600;8420.54820;0.07260;126910391.72600;9.90400;False
127;25;76;51;Sb;    ;-86698.29400;5.08300;8439.81100;0.04000;126906925.55700;5.45700;False
127;23;75;52;Te;    ;-88280.49700;1.36500;8446.10900;0.01080;126905226.99300;1.46500;False
127;21;74;53;I;    ;-88983.21700;3.62100;8445.48200;0.02850;126904472.59200;3.88700;False
127;19;73;54;Xe;    ;-88320.88300;4.08800;8434.10660;0.03220;126905183.63600;4.38800;False
127;17;72;55;Cs;    ;-86240.02700;5.57800;8411.56170;0.04390;126907417.52700;5.98700;False
127;15;71;56;Ba;    ;-82817.95500;11.35700;8378.45600;0.08940;126911091.27200;12.19200;False
127;13;70;57;La;    ;-77896.11600;26.00000;8333.54120;0.20470;126916375.08300;27.91200;False
127;11;69;58;Ce;   x;-71979.34400;28.87600;8280.79220;0.22740;126922727.00000;31.00000;False
127;9;68;59;Pr;   x;-64543.00000;196.00000;8216.00000;2.00000;126930710.00000;210.00000;True
127;7;67;60;Nd;   x;-55910.00000;300.00000;8142.00000;2.00000;126939978.00000;322.00000;True
127;5;66;61;Pm;   x;-45310.00000;400.00000;8052.00000;3.00000;126951358.00000;429.00000;True
128;38;83;45;Rh;   x;-27340.00000;300.00000;8010.00000;2.00000;127970649.00000;322.00000;True
128;36;82;46;Pd;   x;-44390.00000;500.00000;8137.00000;4.00000;127952345.00000;537.00000;True
128;34;81;47;Ag;   x;-54710.00000;300.00000;8211.00000;2.00000;127941266.00000;322.00000;True
128;32;80;48;Cd;    ;-67238.24500;6.43200;8303.23670;0.05030;127927816.77800;6.90500;False
128;30;79;49;In;   x;-74190.11700;1.32200;8351.43610;0.01030;127920353.63700;1.41900;False
128;28;78;50;Sn;    ;-83361.43000;17.68200;8416.97490;0.13810;127910507.82800;18.98200;False
128;26;77;51;Sb;  IT;-84629.85200;18.78800;8420.77240;0.14680;127909146.12100;20.16900;False
128;24;76;52;Te;    ;-88993.79400;0.70600;8448.75360;0.00550;127904461.23700;0.75800;False
128;22;75;53;I;    ;-87738.03000;3.62100;8432.83090;0.02830;127905809.35500;3.88700;False
128;20;74;54;Xe;    ;-89860.53427;0.00520;8443.30080;0.00030;127903530.75341;0.00558;False
128;18;73;55;Cs;    ;-85931.77300;5.37600;8406.49530;0.04200;127907748.45200;5.77100;False
128;16;72;56;Ba;    ;-85369.15600;1.61000;8395.98780;0.01260;127908352.44600;1.72800;False
128;14;71;57;La;   x;-78625.43900;54.44800;8337.19040;0.42540;127915592.12300;58.45200;False
128;12;70;58;Ce;   x;-75533.92500;27.94500;8306.92590;0.21830;127918911.00000;30.00000;False
128;10;69;59;Pr;   x;-66330.76400;29.80800;8228.91410;0.23290;127928791.00000;32.00000;False
128;8;68;60;Nd;   x;-60530.00000;200.00000;8177.00000;2.00000;127935018.00000;215.00000;True
128;6;67;61;Pm;   x;-48220.00000;300.00000;8075.00000;2.00000;127948234.00000;322.00000;True
128;4;66;62;Sm;   x;-39150.00000;500.00000;7998.00000;4.00000;127957971.00000;537.00000;True
129;37;83;46;Pd;   x;-37880.00000;600.00000;8086.00000;5.00000;128959334.00000;644.00000;True
129;35;82;47;Ag;   x;-51870.00000;400.00000;8188.00000;3.00000;128944315.00000;429.00000;True
129;33;81;48;Cd;   x;-63122.14200;5.31000;8269.53110;0.04120;128932235.59700;5.70000;False
129;31;80;49;In;    ;-72834.88900;1.97100;8338.75900;0.01530;128921808.53400;2.11600;False
129;29;79;50;Sn;    ;-80590.59700;17.27000;8392.81610;0.13390;128913482.44000;18.54000;False
129;27;78;51;Sb;   +;-84629.38400;21.22500;8418.05980;0.16450;128909146.62300;22.78600;False
129;25;77;52;Te;    ;-87004.88400;0.71100;8430.40980;0.00550;128906596.41900;0.76300;False
129;23;76;53;I;    ;-88507.17600;3.15300;8435.99080;0.02440;128904983.64300;3.38500;False
129;21;75;54;Xe;    ;-88696.06975;0.00505;8431.39040;0.00030;128904780.85742;0.00542;False
129;19;74;55;Cs;    ;-87499.05000;4.55300;8416.04650;0.03530;128906065.91000;4.88800;False
129;17;73;56;Ba;    ;-85060.86600;10.50400;8391.08110;0.08140;128908683.40900;11.27600;False
129;15;72;57;La;    ;-81323.54100;21.34300;8356.04490;0.16550;128912695.59200;22.91300;False
129;13;71;58;Ce;   x;-76287.50400;27.94500;8310.94110;0.21660;128918102.00000;30.00000;False
129;11;70;59;Pr;   x;-69773.56600;29.80800;8254.38080;0.23110;128925095.00000;32.00000;False
129;9;69;60;Nd;  ep;-62375.00000;202.00000;8191.00000;2.00000;128933038.00000;217.00000;True
129;7;68;61;Pm;   x;-53180.00000;300.00000;8114.00000;2.00000;128942909.00000;322.00000;True
129;5;67;62;Sm;   x;-42330.00000;500.00000;8023.00000;4.00000;128954557.00000;537.00000;True
130;38;84;46;Pd;   x;-32730.00000;300.00000;8046.00000;2.00000;129964863.00000;322.00000;True
130;36;83;47;Ag; -nn;-45898.00000;424.00000;8142.00000;3.00000;129950727.00000;455.00000;True
130;34;82;48;Cd;   x;-61117.59700;22.35600;8252.58680;0.17200;129934387.56300;24.00000;False
130;32;81;49;In;    ;-69906.53000;1.79000;8314.17600;0.01380;129924952.25700;1.92100;False
130;30;80;50;Sn;    ;-80132.21700;1.87300;8386.81700;0.01440;129913974.53100;2.01000;False
130;28;79;51;Sb;    ;-82285.68700;14.21200;8397.36410;0.10930;129911662.68600;15.25700;False
130;26;78;52;Te;    ;-87352.96000;0.01100;8430.32510;0.00030;129906222.74500;0.01100;False
130;24;77;53;I;  -n;-86936.18800;3.15400;8421.10110;0.02430;129906670.16800;3.38500;False
130;22;76;54;Xe;    ;-89880.47400;0.00900;8437.73140;0.00030;129903509.34600;0.01000;False
130;20;75;55;Cs;    ;-86899.75400;8.35700;8408.78480;0.06430;129906709.28100;8.97100;False
130;18;74;56;Ba;    ;-87256.77600;0.28700;8405.51300;0.00220;129906326.00200;0.30800;False
130;16;73;57;La;   x;-81627.37400;25.94600;8356.19190;0.19960;129912369.41300;27.85400;False
130;14;72;58;Ce;   x;-79422.91300;27.94500;8333.21640;0.21500;129914736.00000;30.00000;False
130;12;71;59;Pr;   x;-71175.46400;64.27300;8263.75650;0.49440;129923590.00000;69.00000;False
130;10;70;60;Nd;   x;-66596.23900;27.94500;8222.51360;0.21500;129928506.00000;30.00000;False
130;8;69;61;Pm;   x;-55470.00000;200.00000;8131.00000;2.00000;129940451.00000;215.00000;True
130;6;68;62;Sm;   x;-47700.00000;400.00000;8065.00000;3.00000;129948792.00000;429.00000;True
130;4;67;63;Eu;  -p;-33513.00000;539.00000;7950.00000;4.00000;129964022.00000;578.00000;True
131;39;85;46;Pd;   x;-25740.00000;300.00000;7993.00000;2.00000;130972367.00000;322.00000;True
131;37;84;47;Ag;   x;-40750.00000;500.00000;8102.00000;4.00000;130956253.00000;537.00000;True
131;35;83;48;Cd;    ;-55211.76000;19.23800;8206.12040;0.14690;130940727.74000;20.65300;False
131;33;82;49;In;    ;-68024.36900;2.20500;8297.95440;0.01680;130926972.83900;2.36700;False
131;31;81;50;Sn;    ;-77264.57900;3.62100;8362.51830;0.02760;130917053.06700;3.88700;False
131;29;80;51;Sb;    ;-81981.41200;2.08400;8392.55250;0.01590;130911989.33900;2.23600;False
131;27;79;52;Te;  -n;-85211.02200;0.06100;8411.23390;0.00050;130908522.21000;0.06500;False
131;25;78;53;I;   +;-87442.72700;0.60500;8422.29770;0.00460;130906126.37500;0.64900;False
131;23;77;54;Xe;    ;-88413.57492;0.00512;8423.73670;0.00030;130905084.12808;0.00549;False
131;21;76;55;Cs; +nn;-88055.57400;0.17700;8415.03170;0.00140;130905468.45700;0.19000;False
131;19;75;56;Ba;  -n;-86678.95800;0.41500;8398.55110;0.00320;130906946.31500;0.44500;False
131;17;74;57;La;   x;-83769.26500;27.94500;8370.36760;0.21330;130910070.00000;30.00000;False
131;15;73;58;Ce;    ;-79708.44800;32.80200;8333.39690;0.25040;130914429.46500;35.21400;False
131;13;72;59;Pr;    ;-74300.66400;46.99500;8286.14390;0.35870;130920234.96000;50.45100;False
131;11;71;60;Nd;    ;-67768.04000;27.51700;8230.30450;0.21010;130927248.02000;29.54100;False
131;9;70;61;Pm;   x;-59770.00000;200.00000;8163.00000;2.00000;130935834.00000;215.00000;True
131;7;69;62;Sm;   x;-50280.00000;400.00000;8085.00000;3.00000;130946022.00000;429.00000;True
131;5;68;63;Eu;  -p;-39464.00000;400.00000;7996.00000;3.00000;130957634.00000;429.00000;True
132;38;85;47;Ag;   x;-34400.00000;500.00000;8053.00000;4.00000;131963070.00000;537.00000;True
132;36;84;48;Cd;   x;-50465.42900;60.06800;8169.14210;0.45510;131945823.13600;64.48500;False
132;34;83;49;In;   +;-62411.55400;60.03300;8253.71620;0.45480;131932998.44400;64.44700;False
132;32;82;50;Sn;    ;-76546.55400;1.97600;8354.87260;0.01500;131917823.89800;2.12100;False
132;30;81;51;Sb;    ;-79635.28200;2.46700;8372.34520;0.01870;131914508.01300;2.64800;False
132;28;80;52;Te;    ;-85188.19700;3.48600;8408.48590;0.02640;131908546.71300;3.74200;False
132;26;79;53;I;    ;-85703.50200;4.06500;8406.46280;0.03080;131907993.51100;4.36400;False
132;24;78;54;Xe;    ;-89278.97451;0.00507;8427.62290;0.00030;131904155.08346;0.00544;False
132;22;77;55;Cs;    ;-87152.69300;1.03600;8405.58780;0.00790;131906437.74000;1.11200;False
132;20;76;56;Ba;    ;-88434.90300;1.05300;8409.37470;0.00800;131905061.23100;1.13000;False
132;18;75;57;La;    ;-83723.57800;36.35900;8367.75590;0.27540;131910119.04700;39.03200;False
132;16;74;58;Ce;    ;-82468.68800;20.40700;8352.32230;0.15460;131911466.22600;21.90700;False
132;14;73;59;Pr;   x;-75227.46400;28.87600;8291.53770;0.21880;131919240.00000;31.00000;False
132;12;72;60;Nd;   x;-71425.81500;24.20500;8256.81040;0.18340;131923321.23700;25.98500;False
132;10;71;61;Pm;   x;-61628.00000;149.00000;8177.00000;1.00000;131933840.00000;160.00000;True
132;8;70;62;Sm;   x;-55140.00000;300.00000;8122.00000;2.00000;131940805.00000;322.00000;True
132;6;69;63;Eu;   x;-42200.00000;400.00000;8018.00000;3.00000;131954696.00000;429.00000;True
133;39;86;47;Ag;   x;-29080.00000;500.00000;8013.00000;4.00000;132968781.00000;537.00000;True
133;37;85;48;Cd;   x;-44140.00000;200.00000;8121.00000;2.00000;132952614.00000;215.00000;True
133;35;84;49;In;   x;-57690.00000;200.00000;8217.00000;2.00000;132938067.00000;215.00000;True
133;33;83;50;Sn;    ;-70873.89000;1.90400;8310.08900;0.01430;132923913.75300;2.04300;False
133;31;82;51;Sb;    ;-78923.51300;3.12800;8364.73020;0.02350;132915272.12800;3.35700;False
133;29;81;52;Te;    ;-82937.13300;2.06600;8389.02550;0.01550;132910963.33000;2.21800;False
133;27;80;53;I;    ;-85857.30200;5.90200;8405.09930;0.04440;132907828.40000;6.33500;False
133;25;79;54;Xe;   +;-87643.58300;2.40000;8412.64770;0.01800;132905910.74800;2.57600;False
133;23;78;55;Cs;    ;-88070.94300;0.00800;8409.97860;0.00030;132905451.95800;0.00800;False
133;21;77;56;Ba;    ;-87553.51200;0.99200;8400.20590;0.00750;132906007.44300;1.06500;False
133;19;76;57;La;   x;-85494.39200;27.94500;8378.84150;0.21010;132908218.00000;30.00000;False
133;17;75;58;Ce;   x;-82418.22300;16.35400;8349.83010;0.12300;132911520.40200;17.55700;False
133;15;74;59;Pr;   x;-77937.59100;12.49700;8310.25880;0.09400;132916330.55800;13.41600;False
133;13;73;60;Nd;   x;-72332.38000;46.57500;8262.23200;0.35020;132922348.00000;50.00000;False
133;11;72;61;Pm;   x;-65407.65300;50.30100;8204.28410;0.37820;132929782.00000;54.00000;False
133;9;71;62;Sm;   x;-57231.00000;298.00000;8137.00000;2.00000;132938560.00000;320.00000;True
133;7;70;63;Eu;   x;-47236.00000;298.00000;8056.00000;2.00000;132949290.00000;320.00000;True
133;5;69;64;Gd;   x;-36060.00000;500.00000;7966.00000;4.00000;132961288.00000;537.00000;True
134;38;86;48;Cd;   x;-39460.00000;300.00000;8086.00000;2.00000;133957638.00000;322.00000;True
134;36;85;49;In;   x;-51970.00000;200.00000;8173.00000;1.00000;133944208.00000;215.00000;True
134;34;84;50;Sn;   x;-66433.75900;3.16700;8275.17190;0.02360;133928680.43000;3.40000;False
134;32;83;51;Sb;   x;-74019.00400;3.07400;8325.93980;0.02290;133920537.33400;3.30000;False
134;30;82;52;Te;    ;-82533.75200;2.74600;8383.64420;0.02050;133911396.37600;2.94800;False
134;28;81;53;I;    ;-84043.44000;4.85700;8389.07220;0.03620;133909775.66000;5.21300;False
134;26;80;54;Xe;    ;-88125.83443;0.00577;8413.69940;0.00030;133905393.03000;0.00600;False
134;24;79;55;Cs;    ;-86891.16500;0.01600;8398.64700;0.00030;133906718.50100;0.01700;False
134;22;78;56;Ba;    ;-88950.00200;0.25100;8408.17310;0.00190;133904508.24900;0.26900;False
134;20;77;57;La;   x;-85218.65900;19.93000;8374.48880;0.14870;133908514.01100;21.39500;False
134;18;76;58;Ce;   x;-84832.89800;20.38700;8365.77160;0.15210;133908928.14200;21.88600;False
134;16;75;59;Pr;   x;-78528.00000;20.31600;8312.88170;0.15160;133915696.72900;21.81000;False
134;14;74;60;Nd;   x;-75646.44300;11.81700;8285.53910;0.08820;133918790.20700;12.68600;False
134;12;73;61;Pm;   x;-66763.90800;41.91700;8213.41310;0.31280;133928326.00000;45.00000;False
134;10;72;62;Sm;   x;-61376.00000;196.00000;8167.00000;1.00000;133934110.00000;210.00000;True
134;8;71;63;Eu;   x;-49800.00000;300.00000;8075.00000;2.00000;133946537.00000;322.00000;True
134;6;70;64;Gd;   x;-41530.00000;400.00000;8008.00000;3.00000;133955416.00000;429.00000;True
135;39;87;48;Cd;   x;-32820.00000;400.00000;8036.00000;3.00000;134964766.00000;429.00000;True
135;37;86;49;In;   x;-47110.00000;300.00000;8136.00000;2.00000;134949425.00000;322.00000;True
135;35;85;50;Sn;   x;-60632.25200;3.07400;8230.68770;0.02280;134934908.60300;3.30000;False
135;33;84;51;Sb;    ;-69690.33200;2.64000;8291.98940;0.01960;134925184.35400;2.83400;False
135;31;83;52;Te;    ;-77728.79000;1.72200;8345.73840;0.01280;134916554.71500;1.84800;False
135;29;82;53;I;    ;-83779.18000;2.06000;8384.76090;0.01530;134910059.35500;2.21100;False
135;27;81;54;Xe;    ;-86413.36500;3.66800;8398.47830;0.02720;134907231.44100;3.93800;False
135;25;80;55;Cs;    ;-87581.95600;0.36400;8401.33930;0.00270;134905976.90700;0.39000;False
135;23;79;56;Ba;    ;-87850.65500;0.24500;8397.53450;0.00180;134905688.44700;0.26300;False
135;21;78;57;La;    ;-86643.45800;9.43200;8382.79720;0.06990;134906984.42700;10.12600;False
135;19;77;58;Ce;    ;-84616.30800;10.26600;8361.98610;0.07600;134909160.66200;11.02100;False
135;17;76;59;Pr;   x;-80935.87200;11.81700;8328.92840;0.08750;134913111.77200;12.68600;False
135;15;75;60;Nd;   x;-76213.62000;19.12800;8288.15360;0.14170;134918181.31800;20.53400;False
135;13;74;61;Pm;   x;-70062.32900;82.90300;8236.79330;0.61410;134924785.00000;89.00000;False
135;11;73;62;Sm;   x;-62857.22200;154.62800;8177.62700;1.14540;134932520.00000;166.00000;False
135;9;72;63;Eu;   x;-54148.00000;196.00000;8107.00000;1.00000;134941870.00000;210.00000;True
135;7;71;64;Gd;   x;-44250.00000;400.00000;8028.00000;3.00000;134952496.00000;429.00000;True
135;5;70;65;Tb;  -p;-33053.00000;400.00000;7939.00000;3.00000;134964516.00000;429.00000;True
136;38;87;49;In;   x;-40970.00000;300.00000;8091.00000;2.00000;135956017.00000;322.00000;True
136;36;86;50;Sn;   x;-56170.00000;200.00000;8197.00000;1.00000;135939699.00000;215.00000;True
136;34;85;51;Sb;    ;-64506.89000;5.83000;8252.25330;0.04290;135930749.00900;6.25800;False
136;32;84;52;Te;    ;-74425.27900;2.28100;8319.43010;0.01680;135920101.18000;2.44800;False
136;30;83;53;I;    ;-79545.22500;14.18800;8351.32420;0.10430;135914604.69300;15.23100;False
136;28;82;54;Xe;    ;-86429.17000;0.00700;8396.18890;0.00030;135907214.47400;0.00700;False
136;26;81;55;Cs;   +;-86338.85500;1.87300;8389.77230;0.01380;135907311.43100;2.01000;False
136;24;80;56;Ba;    ;-88887.07900;0.24500;8402.75660;0.00180;135904575.80000;0.26200;False
136;22;79;57;La;   x;-86037.48800;53.17100;8376.05120;0.39100;135907634.96200;57.08100;False
136;20;78;58;Ce;    ;-86508.55000;0.32400;8373.76240;0.00240;135907129.25600;0.34800;False
136;18;77;59;Pr;    ;-81340.42100;11.45500;8330.00890;0.08420;135912677.47000;12.29600;False
136;16;76;60;Nd;   x;-79199.29700;11.81700;8308.51270;0.08690;135914976.06100;12.68600;False
136;14;75;61;Pm;   x;-71169.92300;69.07300;8243.72070;0.50790;135923595.94900;74.15200;False
136;12;74;62;Sm;   x;-66810.89900;12.49700;8205.91650;0.09190;135928275.55300;13.41600;False
136;10;73;63;Eu;   x;-56244.00000;196.00000;8122.00000;1.00000;135939620.00000;210.00000;True
136;8;72;64;Gd;   x;-49090.00000;298.00000;8064.00000;2.00000;135947300.00000;320.00000;True
136;6;71;65;Tb;   x;-35900.00000;500.00000;7961.00000;4.00000;135961460.00000;537.00000;True
137;39;88;49;In;   x;-35830.00000;400.00000;8053.00000;3.00000;136961535.00000;429.00000;True
137;37;87;50;Sn;   x;-50150.00000;300.00000;8152.00000;2.00000;136946162.00000;322.00000;True
137;35;86;51;Sb;   x;-60060.39200;52.16400;8218.47640;0.38080;136935522.51900;56.00000;False
137;33;85;52;Te;    ;-69303.76200;2.10000;8280.23570;0.01530;136925599.35400;2.25400;False
137;31;84;53;I;p-2n;-76356.26800;8.38300;8326.00330;0.06120;136918028.17800;9.00000;False
137;29;83;54;Xe;  -n;-82383.41400;0.10400;8364.28650;0.00080;136911557.77100;0.11100;False
137;27;82;55;Cs;   +;-86545.77200;0.30200;8388.95810;0.00220;136907089.29600;0.32400;False
137;25;81;56;Ba;    ;-87721.40100;0.24800;8391.82880;0.00180;136905827.20700;0.26600;False
137;23;80;57;La;   +;-87140.86500;1.64000;8381.88070;0.01200;136906450.43800;1.76000;False
137;21;79;58;Ce;    ;-85918.76500;0.36000;8367.24970;0.00260;136907762.41600;0.38600;False
137;19;78;59;Pr;    ;-83201.81400;8.13500;8341.70740;0.05940;136910679.18300;8.73300;False
137;17;77;60;Nd;    ;-79583.96900;11.72500;8309.58920;0.08560;136914563.09900;12.58600;False
137;15;76;61;Pm;   x;-74072.85800;13.04100;8263.65160;0.09520;136920479.51900;14.00000;False
137;13;75;62;Sm;    ;-67991.65500;28.61400;8213.55270;0.20890;136927007.95900;30.71800;False
137;11;74;63;Eu;   x;-60145.90400;4.37800;8150.57380;0.03200;136935430.71900;4.70000;False
137;9;73;64;Gd;   x;-51214.00000;298.00000;8080.00000;2.00000;136945020.00000;320.00000;True
137;7;72;65;Tb;   x;-40967.00000;401.00000;7999.00000;3.00000;136956020.00000;430.00000;True
138;38;88;50;Sn;   x;-45510.00000;400.00000;8118.00000;3.00000;137951143.00000;429.00000;True
138;36;87;51;Sb;   x;-54650.00000;300.00000;8178.00000;2.00000;137941331.00000;322.00000;True
138;34;86;52;Te;    ;-65695.99500;3.78700;8252.57860;0.02740;137929472.45200;4.06500;False
138;32;85;53;I;   x;-71979.91000;5.96200;8292.44500;0.04320;137922726.39200;6.40000;False
138;30;84;54;Xe;    ;-79972.24400;2.80400;8344.69130;0.02030;137914146.26800;3.01000;False
138;28;83;55;Cs;    ;-82887.02800;9.15800;8360.14370;0.06640;137911017.11900;9.83100;False
138;26;82;56;Ba;    ;-88261.80600;0.24900;8393.42220;0.00180;137905247.05900;0.26700;False
138;24;81;57;La;    ;-86513.40800;0.41600;8375.08350;0.00300;137907124.04100;0.44600;False
138;22;80;58;Ce;    ;-87565.86700;0.49900;8377.04080;0.00360;137905994.18000;0.53600;False
138;20;79;59;Pr;   -;-83128.86700;10.01200;8339.21950;0.07260;137910757.49500;10.74800;False
138;18;78;60;Nd;    ;-82017.18200;11.60300;8325.49460;0.08410;137911950.93800;12.45600;False
138;16;77;61;Pm;    ;-74914.37000;11.60300;8268.35580;0.08410;137919576.11900;12.45600;False
138;14;76;62;Sm;   x;-71497.77200;11.81700;8237.92860;0.08560;137923243.98800;12.68600;False
138;12;75;63;Eu;   x;-61749.67600;27.94500;8161.62110;0.20250;137933709.00000;30.00000;False
138;10;74;64;Gd;   x;-55660.00000;200.00000;8112.00000;1.00000;137940247.00000;215.00000;True
138;8;73;65;Tb;   x;-43600.00000;300.00000;8019.00000;2.00000;137953193.00000;322.00000;True
138;6;72;66;Dy;   x;-34931.00000;503.00000;7950.00000;4.00000;137962500.00000;540.00000;True
139;39;89;50;Sn;   x;-39310.00000;400.00000;8073.00000;3.00000;138957799.00000;429.00000;True
139;37;88;51;Sb;   x;-50050.00000;400.00000;8144.00000;3.00000;138946269.00000;429.00000;True
139;35;87;52;Te;   x;-60205.08000;3.54000;8211.77160;0.02550;138935367.19100;3.80000;False
139;33;86;53;I;   x;-68470.96400;4.00500;8265.61000;0.02880;138926493.40000;4.30000;False
139;31;85;54;Xe;   x;-75644.58600;2.14200;8311.59040;0.01540;138918792.20000;2.30000;False
139;29;84;55;Cs;   +;-80701.08800;3.13400;8342.33970;0.02250;138913363.82200;3.36400;False
139;27;83;56;Ba;  -n;-84913.91800;0.25300;8367.01940;0.00180;138908841.16400;0.27100;False
139;25;82;57;La;    ;-87222.38100;0.60700;8377.99870;0.00440;138906362.92700;0.65100;False
139;23;81;58;Ce;    ;-86957.74100;2.08900;8370.46640;0.01500;138906647.02900;2.24200;False
139;21;80;59;Pr;    ;-84828.65200;3.64900;8349.52080;0.02630;138908932.70000;3.91700;False
139;19;79;60;Nd;    ;-82016.93000;27.52100;8323.66420;0.19800;138911951.20800;29.54500;False
139;17;78;61;Pm;    ;-77501.02800;13.58800;8285.54730;0.09780;138916799.22800;14.58700;False
139;15;77;62;Sm;   x;-72380.22900;10.88400;8243.07860;0.07830;138922296.63100;11.68400;False
139;13;76;63;Eu;   x;-65398.05100;13.15100;8187.21870;0.09460;138929792.30700;14.11700;False
139;11;75;64;Gd;   x;-57632.00000;196.00000;8126.00000;1.00000;138938130.00000;210.00000;True
139;9;74;65;Tb;   x;-48130.00000;298.00000;8052.00000;2.00000;138948330.00000;320.00000;True
139;7;73;66;Dy;   x;-37700.00000;500.00000;7971.00000;4.00000;138959527.00000;537.00000;True
140;40;90;50;Sn;   x;-34490.00000;300.00000;8038.00000;2.00000;139962973.00000;322.00000;True
140;38;89;51;Sb;   x;-44390.00000;600.00000;8103.00000;4.00000;139952345.00000;644.00000;True
140;36;88;52;Te;    ;-56367.44900;14.37700;8183.35670;0.10270;139939487.05700;15.43400;False
140;34;87;53;I;   x;-63606.22300;12.10900;8229.47400;0.08650;139931715.91400;13.00000;False
140;32;86;54;Xe;   x;-72986.46100;2.32900;8290.88750;0.01660;139921645.81400;2.50000;False
140;30;85;55;Cs;    ;-77049.73800;8.19900;8314.32270;0.05860;139917283.70700;8.80100;False
140;28;84;56;Ba;    ;-83267.90500;7.90000;8353.15000;0.05640;139910608.23100;8.48000;False
140;26;83;57;La;    ;-84312.05900;0.60700;8355.02010;0.00430;139909487.28500;0.65100;False
140;24;82;58;Ce;    ;-88074.22700;1.31300;8376.30450;0.00940;139905448.43300;1.40900;False
140;22;81;59;Pr;   -;-84686.22700;6.14200;8346.51630;0.04390;139909085.60000;6.59300;False
140;20;80;60;Nd;   x;-84257.24600;3.26000;8337.86400;0.02330;139909546.13000;3.50000;False
140;18;79;61;Pm;   -;-78212.04600;24.22000;8289.09580;0.17300;139916035.91800;26.00100;False
140;16;78;62;Sm;   x;-75455.94500;12.49700;8263.82110;0.08930;139918994.71400;13.41600;False
140;14;77;63;Eu;   -;-66985.94500;51.53800;8197.73300;0.36810;139928087.63300;55.32800;False
140;12;76;64;Gd;   x;-61782.27800;27.94500;8154.97570;0.19960;139933674.00000;30.00000;False
140;10;75;65;Tb;   -;-50482.27800;800.48800;8068.67320;5.71780;139945805.04800;859.35900;False
140;8;74;66;Dy;   x;-42830.00000;401.00000;8008.00000;3.00000;139954020.00000;430.00000;True
140;6;73;67;Ho;  -p;-29317.00000;500.00000;7906.00000;4.00000;139968526.00000;537.00000;True
141;39;90;51;Sb;   x;-39540.00000;500.00000;8069.00000;4.00000;140957552.00000;537.00000;True
141;37;89;52;Te;   x;-50670.00000;400.00000;8142.00000;3.00000;140945604.00000;429.00000;True
141;35;88;53;I;   x;-59926.66600;15.83500;8202.25620;0.11230;140935666.08100;17.00000;False
141;33;87;54;Xe;   x;-68197.30900;2.88800;8255.36470;0.02050;140926787.18100;3.10000;False
141;31;86;55;Cs;    ;-74477.35100;9.19500;8294.35540;0.06520;140920045.27900;9.87100;False
141;29;85;56;Ba;    ;-79732.49200;5.31800;8326.07740;0.03770;140914403.65300;5.70900;False
141;27;84;57;La;    ;-82929.84400;4.12700;8343.20500;0.02930;140910971.15500;4.43000;False
141;25;83;58;Ce;    ;-85431.05800;1.31500;8355.39560;0.00930;140908285.99100;1.41100;False
141;23;82;59;Pr;    ;-86014.53300;1.49800;8353.98520;0.01060;140907659.60400;1.60700;False
141;21;81;60;Nd;   -;-84191.52000;3.18300;8335.50740;0.02260;140909616.69000;3.41700;False
141;19;80;61;Pm;   x;-80522.93200;13.97200;8303.94050;0.09910;140913555.08100;15.00000;False
141;17;79;62;Sm;    ;-75933.95900;8.53500;8265.84600;0.06050;140918481.54500;9.16200;False
141;15;78;63;Eu;    ;-69925.64700;12.63900;8217.68530;0.08960;140924931.73400;13.56800;False
141;13;77;64;Gd;   x;-63224.23100;19.76000;8164.60900;0.14010;140932126.00000;21.21300;False
141;11;76;65;Tb;   x;-54540.84300;105.25900;8097.47610;0.74650;140941448.00000;113.00000;False
141;9;75;66;Dy;   x;-45382.00000;298.00000;8027.00000;2.00000;140951280.00000;320.00000;True
141;7;74;67;Ho;  -p;-34364.00000;401.00000;7943.00000;3.00000;140963108.00000;430.00000;True
142;40;91;51;Sb;   x;-33610.00000;300.00000;8027.00000;2.00000;141963918.00000;322.00000;True
142;38;90;52;Te;   x;-46550.00000;500.00000;8113.00000;4.00000;141950027.00000;537.00000;True
142;36;89;53;I;   x;-54802.96900;4.93700;8165.25170;0.03480;141941166.59500;5.30000;False
142;34;88;54;Xe;   x;-65229.64800;2.70100;8233.16950;0.01900;141929973.09500;2.90000;False
142;32;87;55;Cs;    ;-70514.55600;7.06700;8264.87770;0.04980;141924299.51400;7.58600;False
142;30;86;56;Ba;    ;-77842.25700;5.92000;8310.97180;0.04170;141916432.90400;6.35500;False
